run_id,paper_title,template,png_path,vlm_primary,vlm_secondary,vlm_guards,human_primary,human_secondary,human_guards,human_notes
57424d32b76f,Take a Step Back: Evoking Reasoning via Abstraction in Large Language Models,template_classic,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260525_160933_Take_a_Step_Back_Evoking_Reaso_57424d32b76f/pptx/iter_1.png,text_overload,visual_hierarchy_weak;space_imbalance,,,,,
f3d5eead40ba,Constitutional AI: Harmlessness from AI Feedback,template_classic,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260525_161539_Constitutional_AI_Harmlessness_f3d5eead40ba/pptx/iter_1.png,text_overload,visual_hierarchy_weak;asset_utilization_error,,,,,
d6e0c2160afb,MEMTRACK: Evaluating Long-Term Memory and State Tracking in Multi-Platform Dynamic Agent Environments,template_dashboard,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260525_162237_MEMTRACK_Evaluating_Long-Term__d6e0c2160afb/pptx/iter_1.png,visual_hierarchy_weak,text_overload;space_imbalance,,,,,
50a5f9959ff8,Evaluating LLM Agent Personality and Response Appropriateness,template_dashboard,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260525_163841_Evaluating_LLM_Agent_Personali_50a5f9959ff8/pptx/iter_1.png,text_overload,visual_hierarchy_weak;space_imbalance,,,,,
4c820932156b,ESSAYBENCH: Evaluating Large Language Models in Multi-Genre Chinese Essay Writing,template_dashboard,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260525_203532_ESSAYBENCH_Evaluating_Large_La_4c820932156b/pptx/iter_1.png,text_overload,visual_hierarchy_weak;space_imbalance,,,,,
9605008d7f5a,LifelongAgentBench: Evaluating LLM Agents as Lifelong Learners,template_dashboard,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260525_205159_LifelongAgentBench_Evaluating__9605008d7f5a/pptx/iter_1.png,text_overload,visual_hierarchy_weak;space_imbalance,,,,,
830c175603a1,HELLOBENCH: EVALUATING LONG TEXT GENERATION CAPABILITIES OF LARGE LANGUAGE MODELS,template_dashboard,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260525_212556_HELLOBENCH_EVALUATING_LONG_TEX_830c175603a1/pptx/iter_1.png,text_overload,visual_hierarchy_weak;asset_utilization_error,,,,,
b08f727827bb,Evaluating LLM Agent Personality and Response Appropriateness,template_storyflow,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260525_212951_Evaluating_LLM_Agent_Personali_b08f727827bb/pptx/iter_1.png,text_overload,visual_hierarchy_weak;space_imbalance,overflow_guard,,,,
7cec2961fac4,Multi-Agent-as-Judge: Aligning LLM-Agent-Based Automated Evaluation with Multi-Dimensional Human Evaluation,template_storyflow,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260525_214153_Multi-Agent-as-Judge_Aligning__7cec2961fac4/pptx/iter_1.png,text_overload,visual_hierarchy_weak;space_imbalance,,,,,
712e3dd5cbe7,Agent-as-a-Judge: Evaluate Agents with Agents,template_classic,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260525_214740_Agent-as-a-Judge_Evaluate_Agen_712e3dd5cbe7/pptx/iter_1.png,text_overload,visual_hierarchy_weak;space_imbalance,,,,,
24691e8aa3c6,DataGovBench: Benchmarking LLM Agents for Real-World Data Governance Workflows,template_dashboard,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260525_215239_DataGovBench_Benchmarking_LLM__24691e8aa3c6/pptx/iter_1.png,text_overload,visual_hierarchy_weak;space_imbalance,,,,,
5fc2f5f646cc,Query-Based Router by Dual Contrastive Learning for Assembling Large Language Models,template_classic,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260525_215552_Query-Based_Router_by_Dual_Con_5fc2f5f646cc/pptx/iter_1.png,none,,,,,,
6203fd2fd92e,Retrieval-Augmented Generation with Graphs (GraphRAG),template_minimal,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260525_220356_Retrieval-Augmented_Generation_6203fd2fd92e/pptx/iter_1.png,visual_hierarchy_weak,text_overload;space_imbalance,,,,,
fbaa0502e726,BLIP: Bootstrapping Language-Image Pre-training for Unified Vision-Language Understanding and Generation,template_classic,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260531_164411_BLIP_Bootstrapping_Language-Im_fbaa0502e726/pptx/iter_1.png,text_overload,visual_hierarchy_weak;space_imbalance,overflow_guard,,,,
64552ae0937b,EvoAgentX: An Automated Framework for Evolving Agentic Workflows,template_storyflow,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260531_165536_EvoAgentX_An_Automated_Framewo_64552ae0937b/pptx/iter_1.png,text_overload,visual_hierarchy_weak;space_imbalance,overflow_guard,,,,
4c0ea1c8aab5,Tree Search for LLM Agent Reinforcement Learning,template_classic,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260531_165820_Tree_Search_for_LLM_Agent_Rein_4c0ea1c8aab5/pptx/iter_1.png,text_overload,visual_hierarchy_weak;space_imbalance,,,,,
c5f30d2ff29c,INSIDE: LLMS’ INTERNAL STATES RETAIN THE POWER OF HALLUCINATION DETECTION,template_classic,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260531_170031_INSIDE_LLMS’_INTERNAL_STATES_R_c5f30d2ff29c/pptx/iter_1.png,text_overload,visual_hierarchy_weak;space_imbalance,,,,,
6499bdbd151f,Automated Evaluation of Personalized Text Generation using Large Language Models,template_classic,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260531_170227_Automated_Evaluation_of_Person_6499bdbd151f/pptx/iter_1.png,text_overload,visual_hierarchy_weak;asset_utilization_error,,,,,
72acb5f15e7f,BLIP: Bootstrapping Language-Image Pre-training for Unified Vision-Language Understanding and Generation,template_dashboard,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260531_175027_BLIP_Bootstrapping_Language-Im_72acb5f15e7f/pptx/iter_1.png,text_overload,visual_hierarchy_weak;space_imbalance,,,,,
26dea60597d6,BLIP: Bootstrapping Language-Image Pre-training for Unified Vision-Language Understanding and Generation,template_dashboard,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260531_175438_BLIP_Bootstrapping_Language-Im_26dea60597d6/pptx/iter_1.png,text_overload,visual_hierarchy_weak;space_imbalance,,,,,
c73909e80a4e,BLIP: Bootstrapping Language-Image Pre-training for Unified Vision-Language Understanding and Generation,template_dashboard,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260531_175759_BLIP_Bootstrapping_Language-Im_c73909e80a4e/pptx/iter_1.png,text_overload,visual_hierarchy_weak;space_imbalance,,,,,
9467f99dd48f,BLIP: Bootstrapping Language-Image Pre-training for Unified Vision-Language Understanding and Generation,template_classic,/Users/mikaelsnow/Documents/ECNU/Paper_Comment_Poster/poster_agent_backend/outputs/runs/20260601_172523_BLIP_Bootstrapping_Language-Im_9467f99dd48f/pptx/iter_1.png,text_overload,visual_hierarchy_weak;space_imbalance,,,,,
